periodo,producto,fecha_creacion,fecha_ultimo_pago,valor_original,valor_pagado,valor_pendiente,tipo_transaccion,pagada
2025-10,AHORRO,2025-06-14,2025-06-23,413.99,413.99,0.0,RECARGA SERVICIO B,1
2025-10,AHORRO,2025-05-15,2025-06-13,13274.36,13274.36,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-28,2025-09-16,2718.97,2718.97,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-12,2025-03-08,714.4,714.4,0.0,DEBITO OBLIGACION FINANCIERA,1
2025-10,AHORRO,2025-06-18,2025-08-15,3168.93,3168.93,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-13,2025-08-02,15356.88,15356.88,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-03-06,2025-07-21,1864.64,1864.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-05,2025-09-23,4272.21,4272.21,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-10-17,2025-01-06,343.64,343.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-17,2025-08-25,2618.89,2310.54,308.35,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-10-14,2024-11-01,2152.98,2152.98,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-23,2025-07-10,4456.67,3931.93,524.74,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-12-14,2025-02-16,72.3,72.3,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-02-03,2025-02-24,5530.34,5530.34,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-06,2025-07-23,6614.34,6614.34,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-02-10,2025-02-16,19770.25,0.0,19770.25,COMISION CONSULTA SALDO,0
2025-10,AHORRO,2025-04-03,2025-06-01,2768.87,2768.87,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-06,2025-07-17,8088.46,8088.46,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-19,2025-07-13,53.21,46.94,6.27,COMISION CONSULTA SALDO,0
2025-10,AHORRO,2025-02-19,2025-09-15,1693.87,1693.87,0.0,AJUSTE INTERES DEPOSITO,1
2025-10,AHORRO,2025-03-10,2025-07-21,1836.93,1836.93,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-06-04,2025-07-03,129.53,129.53,0.0,COMISION ATM EXTERIOR,1
2025-10,AHORRO,2025-05-13,2025-09-07,2168.41,2168.41,0.0,PAGO PUNTO EXTERNO,1
2025-10,AHORRO,2025-02-04,2025-10-05,2158.62,2158.62,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-04-09,2025-06-06,2061.84,2061.84,0.0,COMISION EXPEDICION DOCUMENTO,1
2025-10,AHORRO,2025-02-05,2025-09-01,12078.46,12078.46,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-04-20,2025-08-28,943.42,943.42,0.0,RECARGA SERVICIO A,1
2025-10,AHORRO,2025-04-16,2025-05-16,488.34,488.34,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-01-24,2025-02-01,890.65,890.65,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-01,2025-09-17,1116.26,1116.26,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-13,2025-03-20,3256.03,3256.03,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-07-06,2025-07-19,836.8,738.27,98.53,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-01-17,2025-04-29,12617.23,12617.23,0.0,PAGO TARJETA CREDITO A,1
2025-10,AHORRO,2025-01-14,2025-06-25,4556.11,4019.66,536.45,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-12-12,2025-03-04,11180.66,11180.66,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-18,2025-02-22,26942.45,26942.45,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-03,2025-07-23,1976.1,1976.1,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-30,2025-02-17,3408.05,3408.05,0.0,DEBITO ABONO CARTERA,1
2025-10,AHORRO,2025-01-23,2025-03-14,2648.04,2648.04,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-27,2025-03-01,538.57,538.57,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2024-11-18,2025-06-29,1883.5,1883.5,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-03-24,2025-08-14,3814.65,3814.65,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-02,2024-12-10,7142.32,7142.32,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-31,2025-08-20,1182.07,1182.07,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-31,2025-08-31,1565.21,1565.21,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-02-02,2025-05-05,3294.18,3294.18,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-19,2025-08-14,4642.59,4642.59,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-07,2025-02-02,18473.93,18473.93,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-10-15,2025-10-02,25787.57,25787.57,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-04-07,2025-04-25,761.74,761.74,0.0,RECARGA SERVICIO A,1
2025-10,AHORRO,2024-12-17,2025-10-11,4459.18,4459.18,0.0,TRANSFERENCIA BOTON DIGITAL,1
2025-10,AHORRO,2025-03-09,2025-07-09,4526.82,4526.82,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2024-12-07,2025-10-09,12788.63,0.0,12788.63,CARGO FISCAL IVA COMISION B,0
2025-10,AHORRO,2025-05-11,2025-10-08,73.01,73.01,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-11,2025-09-27,2179.02,2179.02,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-06-20,2025-07-03,5587.26,5587.26,0.0,PAGO CANAL QR,1
2025-10,AHORRO,2025-01-09,2025-08-20,3536.31,3536.31,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-17,2025-09-14,15771.21,15771.21,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-04-17,2025-07-25,316.76,316.76,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-12-23,2025-07-02,2590.94,2590.94,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-01,2025-03-20,1814.92,1814.92,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-07,2025-10-05,8198.42,8198.42,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-07-05,2025-09-24,2192.18,2192.18,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-17,2025-09-03,14201.25,14201.25,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-20,2025-07-02,6683.85,6683.85,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-28,2025-06-28,1366.45,1366.45,0.0,RETIRO INTERNACIONAL,1
2025-10,AHORRO,2024-10-12,2025-06-21,1217.72,1217.72,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-10,2025-03-23,184.48,184.48,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-25,2025-05-05,2940.07,2940.07,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2024-12-27,2025-10-11,1461.96,1461.96,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-05,2025-03-15,23221.14,23221.14,0.0,TRASLADO INTERBANCOS VIRTUAL,1
2025-10,AHORRO,2024-11-04,2025-03-14,3120.26,3120.26,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-02-28,2025-07-27,5033.04,5033.04,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-30,2025-10-10,1633.83,1633.83,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-01-08,2025-02-19,1525.48,1525.48,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2024-12-14,2025-03-26,1600.84,1600.84,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-12-06,2025-06-02,2143.11,2143.11,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2024-11-27,2025-09-19,4953.48,4953.48,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-30,2025-09-22,25557.79,25557.79,0.0,COMPRA ESTABLECIMIENTO A,1
2025-10,AHORRO,2025-01-29,2025-05-15,2504.99,2504.99,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-02,2025-05-07,2291.53,2291.53,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-25,2025-09-15,117.2,103.4,13.8,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2025-06-17,2025-08-17,22965.86,22965.86,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-04-29,2025-08-28,2871.2,2871.2,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2024-11-18,2025-06-28,2819.83,2021.56,798.27,PAGO PUNTO EXTERNO,0
2025-10,AHORRO,2025-07-02,2025-07-17,128.5,128.5,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-07,2025-09-22,1366.15,1366.15,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-21,2025-07-06,724.98,639.62,85.36,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2024-11-14,2025-09-25,691.52,691.52,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-15,2025-06-30,1179.35,1179.35,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-02-28,2025-05-31,2147.94,2147.94,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-05-08,2025-05-29,10059.83,10059.83,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-06,2025-06-30,4898.6,4898.6,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-02-15,2025-06-13,2023.7,2023.7,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-26,2025-09-25,1292.77,1292.77,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-23,2025-09-23,1294.02,1141.66,152.36,COMISION RETIRO CANAL A,0
2025-10,AHORRO,2024-10-28,2024-11-09,1636.27,1636.27,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-04,2025-06-03,208.79,22.71,186.08,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2025-06-03,2025-07-27,96.98,96.98,0.0,RETIRO CANAL B,1
2025-10,AHORRO,2025-06-05,2025-07-24,4388.75,4388.75,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-18,2025-02-13,4066.44,4066.44,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-22,2025-04-21,764.65,764.65,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-13,2025-08-28,5827.25,5827.25,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-05,2025-07-30,4605.53,4063.27,542.26,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2025-06-11,2025-09-09,3882.77,3882.77,0.0,COMISION CONSULTA EXTERNO,1
2025-10,AHORRO,2024-12-13,2025-07-31,3332.62,3332.62,0.0,PAGO TARJETA CREDITO B,1
2025-10,AHORRO,2025-05-09,2025-06-23,8898.72,0.0,8898.72,COMISION CONSULTA SALDO,0
2025-10,AHORRO,2025-03-17,2025-09-17,24489.67,24489.67,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-11,2025-04-25,2310.01,2310.01,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-04,2025-08-29,25014.06,25014.06,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-26,2025-05-19,6647.19,6647.19,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-05-10,2025-08-27,2213.48,1952.86,260.62,COMISION RETIRO CORRESPONSAL B,0
2025-10,AHORRO,2024-12-29,2025-02-09,65339.61,65339.61,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-20,2024-11-18,1757.21,1757.21,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2024-11-20,2025-02-11,275.29,275.29,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-05-12,2025-07-19,4527.47,4527.47,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-17,2024-12-28,1319.22,1319.22,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-01-15,2025-08-12,1530.35,1530.35,0.0,COMPRA ESTABLECIMIENTO A,1
2025-10,AHORRO,2025-06-25,2025-08-19,1102.4,852.96,249.44,PAGO SERVICIO ELECTRONICO,0
2025-10,AHORRO,2024-12-06,2025-04-09,8745.23,8745.23,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-03,2025-03-06,4660.7,4660.7,0.0,REVERSO CONSIGNACION EFECTIVO,1
2025-10,AHORRO,2025-02-11,2025-10-09,2314.87,2314.87,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-10,2025-08-22,144.23,117.13,27.1,TRANSFERENCIA BILLETERA A,0
2025-10,AHORRO,2025-02-28,2025-07-01,11639.42,11639.42,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-11,2025-06-28,3409.74,3409.74,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-22,2025-09-04,271.22,271.22,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-06-19,2025-09-26,933.12,933.12,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-16,2025-05-01,4382.94,1594.16,2788.78,COMISION RETIRO CORRESPONSAL B,0
2025-10,AHORRO,2025-03-22,2025-06-04,430.31,430.31,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-03,2025-05-15,3494.95,0.0,3494.95,CARGO FISCAL TRANSACCIONAL,0
2025-10,CORRIENTE,2024-12-14,2025-08-06,2596.73,2596.73,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-11,2025-07-09,209.34,0.0,209.34,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-06-19,2025-08-27,5494.91,5494.91,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-25,2025-04-07,4210.01,4210.01,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-05-21,2025-06-30,5320.71,621.45,4699.26,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-11-10,2025-06-11,1455.39,1284.03,171.36,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-04-14,2025-05-29,537.64,537.64,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-01-13,2025-07-30,17574.85,17574.85,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-07-05,2025-07-23,2022.78,596.05,1426.73,COBRO SERVICIO TRANSPORTE,0
2025-10,AHORRO,2025-05-11,2025-09-29,742.66,742.66,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-03-02,2025-08-11,377.97,377.97,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2025-05-11,2025-09-11,2640.39,2640.39,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-04-16,2025-07-16,9753.19,9753.19,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2024-11-13,2025-08-12,3517.51,3517.51,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-23,2025-07-25,4394.4,3876.99,517.41,COMISION RETIRO INTERNACIONAL,0
2025-10,AHORRO,2024-12-24,2025-06-27,10894.45,10894.45,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-03-26,2025-06-21,2809.36,2478.58,330.78,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-07,2025-05-06,4480.37,4480.37,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2025-03-05,2025-09-23,4775.23,4212.99,562.24,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-04-06,2025-10-01,13335.5,13335.5,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2024-11-01,2025-06-11,7705.79,7705.79,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-22,2025-08-06,758.93,750.45,8.48,COMISION CONSIGNACION CANAL B,0
2025-10,AHORRO,2025-01-11,2025-04-30,148.75,148.75,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-06-10,2025-06-13,6481.77,6481.77,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2024-12-28,2025-03-10,112.62,112.62,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-11-20,2024-11-22,1465.11,0.0,1465.11,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-12-12,2025-05-29,6546.32,6546.32,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-03-05,2025-08-19,1446.66,1446.66,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-04-18,2025-04-29,863.57,863.57,0.0,APERTURA INVERSION VIRTUAL,1
2025-10,AHORRO,2025-02-16,2025-06-28,2081.52,2081.52,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-10-25,2025-01-22,3411.8,3411.8,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-10-29,2024-12-22,1773.1,1773.1,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-15,2025-03-23,1268.48,1268.48,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-15,2025-09-16,28772.1,28772.1,0.0,COMISION RETIRO CANAL B,1
2025-10,AHORRO,2025-02-28,2025-04-25,1217.2,1217.2,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-02-18,2025-02-20,154.57,154.57,0.0,PAGO PROVEEDORES,1
2025-10,AHORRO,2025-03-23,2025-08-25,4363.31,4363.31,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-05,2025-07-27,1378.74,1378.74,0.0,CARGO FISCAL IVA A,1
2025-10,AHORRO,2024-10-21,2025-09-29,2028.45,2028.45,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-30,2025-08-31,11772.54,11772.54,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-10,2025-09-17,10385.63,10385.63,0.0,COMISION RETIRO CANAL A,1
2025-10,AHORRO,2025-07-02,2025-09-11,1206.55,1206.55,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-28,2025-08-08,32397.86,32397.86,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-04-29,2025-05-01,1986.26,1986.26,0.0,PAGO GENERAL,1
2025-10,AHORRO,2025-05-30,2025-07-18,4904.33,4904.33,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-04,2025-09-10,2049.03,2049.03,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-15,2025-03-20,3183.76,3183.76,0.0,COMISION EXPEDICION DOCUMENTO,1
2025-10,AHORRO,2025-01-22,2025-05-11,32684.6,32684.6,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2024-11-03,2025-02-23,772.71,772.71,0.0,CARGO FISCAL IVA RECAUDO,1
2025-10,AHORRO,2025-04-17,2025-09-30,6218.29,6218.29,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-11-08,2024-12-13,3114.72,3114.72,0.0,COMISION CONSULTA SALDO,1
2025-10,CORRIENTE,2025-03-30,2025-06-13,5444.91,5444.91,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-07-13,2025-09-04,6149.4,6149.4,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-11-18,2025-09-17,1092.72,1092.72,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-04-25,2025-07-17,3662.84,3231.57,431.27,COMISION RETIRO CORRESPONSAL B,0
2025-10,AHORRO,2025-04-07,2025-08-01,406.19,358.36,47.83,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-07-03,2025-07-26,2490.09,2490.09,0.0,TRANSFERENCIA BANCA MOVIL,1
2025-10,AHORRO,2024-12-24,2025-01-06,5049.81,5049.81,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-02-10,2025-05-15,2620.38,2620.38,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2024-12-01,2025-10-01,866.5,866.5,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-05-11,2025-09-03,4275.98,4275.98,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-20,2025-09-29,4120.86,3635.66,485.2,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-10-14,2024-12-26,11856.8,11856.8,0.0,APERTURA INVERSION VIRTUAL,1
2025-10,AHORRO,2024-12-28,2025-05-17,5107.4,5107.4,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-03-07,2025-07-19,12723.96,0.0,12723.96,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-05-28,2025-08-17,1116.02,1116.02,0.0,COBRO PLAN SERVICIOS,1
2025-10,AHORRO,2025-05-14,2025-06-30,2065.93,2065.93,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-26,2025-09-26,813.33,813.33,0.0,CARGO FISCAL IVA RECAUDO,1
2025-10,AHORRO,2025-04-24,2025-09-05,2872.12,2872.12,0.0,CARGO FISCAL IVA COMISION B,1
2025-10,AHORRO,2025-02-04,2025-03-20,410.63,410.63,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-02-06,2025-07-11,632.88,632.88,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-01-14,2025-05-05,5914.75,5914.75,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-02-25,2025-04-28,4610.3,4610.3,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,CORRIENTE,2025-02-24,2025-03-13,741.57,741.57,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2025-06-15,2025-06-26,1399.07,1234.34,164.73,COMISION RETIRO CANAL A,0
2025-10,AHORRO,2025-07-03,2025-08-30,1459.26,1459.26,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-02-12,2025-04-18,1876.95,1876.95,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-05-18,2025-07-20,919.49,919.49,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-02-21,2025-04-23,1390.03,1390.03,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2024-12-12,2025-07-05,857.2,756.27,100.93,PAGO SERVICIO ELECTRONICO,0
2025-10,AHORRO,2024-11-29,2025-10-07,1169.76,1169.76,0.0,COMPRA INTERNACIONAL,1
2025-10,AHORRO,2025-05-27,2025-06-10,5902.0,4816.41,1085.59,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-04-07,2025-08-04,1610.1,0.0,1610.1,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2024-10-26,2025-05-07,11178.25,0.0,11178.25,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-02-20,2025-06-19,1164.86,0.0,1164.86,RETIRO CIERRE CUENTA B,0
2025-10,AHORRO,2025-03-11,2025-07-19,1661.18,1661.18,0.0,PAGO SERVICIO ELECTRONICO,1
2025-10,AHORRO,2024-10-31,2025-02-25,29920.35,29920.35,0.0,CARGO FISCAL IVA TRASLADO,1
2025-10,AHORRO,2024-12-15,2024-12-25,5285.98,5285.98,0.0,COMISION RETIRO CORRESPONSAL B,1
2025-10,AHORRO,2025-07-13,2025-07-27,554.64,554.64,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-04-05,2025-09-14,6863.43,6863.43,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-22,2025-09-27,3402.32,3402.32,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-22,2025-08-22,1004.76,1004.76,0.0,RECARGA AUTOMATICA SERVICIO,1
2025-10,AHORRO,2025-01-19,2025-05-30,1034.72,912.89,121.83,COMISION TRANSFERENCIA EXTERNA B,0
2025-10,AHORRO,2025-06-10,2025-09-09,433.88,433.88,0.0,COMISION TRANSFERENCIA EXTERNA B,1
2025-10,AHORRO,2025-03-27,2025-05-11,700.74,700.74,0.0,COMISION CONSULTA SALDO,1
2025-10,AHORRO,2024-12-06,2024-12-24,8903.29,8903.29,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-03-20,2025-10-06,998.22,998.22,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-05-30,2025-08-16,3558.22,3558.22,0.0,ABONO CREDITO MORA,1
2025-10,AHORRO,2025-06-23,2025-10-08,942.2,831.26,110.94,COMISION RETIRO CORRESPONSAL B,0
2025-10,AHORRO,2024-10-14,2024-11-11,603.04,0.0,603.04,CARGO FISCAL TRANSACCIONAL,0
2025-10,AHORRO,2025-06-12,2025-07-11,667.26,667.26,0.0,COBRO SERVICIO TRANSPORTE,1
2025-10,AHORRO,2025-06-03,2025-07-10,7632.42,7632.42,0.0,CARGO FISCAL IVA COMISION A,1
2025-10,AHORRO,2024-12-06,2025-02-24,2554.14,2554.14,0.0,CARGO FISCAL TRANSACCIONAL,1
2025-10,AHORRO,2025-05-10,2025-10-11,222.15,222.15,0.0,CARGO FISCAL TRANSACCIONAL,1
